"gene_id","gene_name","chromosome","locus","rpkm"
,"Dpysl4",7,"chr7:146271899-146287690",0.094734
,"Stk32c",7,"chr7:146289536-146399206",2.252493
,"Lrrc27",7,"chr7:146398886-146428872",0.879472
,"Pwwp2b",7,"chr7:146434380-146453152",3.744874
,"Inpp5a",7,"chr7:146575007-146765551",9.903125
,"Nkx6-2",7,"chr7:146765274-146768696",0.213215
,"E030019B06Rik",7,"chr7:146786849-146802228",0
,"Gpr123",7,"chr7:147020072-147063987",0
,"Kndc1",7,"chr7:147080594-147127439",0.065014
,"Utf1",7,"chr7:147129754-147131011",0.321436
,"Mir202",7,"chr7:147143587-147143659",102.84
,"6430531B16Rik",7,"chr7:147158201-147164654",0.802752
,"Adam8",7,"chr7:147164839-147178387",10.3691
,"Tubgcp2",7,"chr7:147181853-147222249",10.2657
,"Zfp511",7,"chr7:147222289-147226504",19.6154
,"Msx3",7,"chr7:147232055-147234987",0
,"Caly",7,"chr7:147255778-147268447",0
,"Prap1",7,"chr7:147279294-147283102",0
,"1810014F10Rik",7,"chr7:147285368-147288305",12.0027
,"Echs1",7,"chr7:147291621-147302322",30.5738
,"Paox",7,"chr7:147311583-147320233",1.35381
,"Mtg1",7,"chr7:147323462-147336685",16.6094
,"Sprn",7,"chr7:147336526-147340558",0.260546
,"Olfr522",7,"chr7:147347908-147348847",0
,"Olfr523",7,"chr7:147362002-147362956",0.020478
,"Olfr524",7,"chr7:147387710-147388667",0.020396
,"Cd163l1",7,"chr7:147404165-147417044",0.856588
,"5830411N06Rik",7,"chr7:147433199-147485690",5.218847
,"Olfr525",7,"chr7:147508599-147509529",0.296149
,"Olfr527",7,"chr7:147521762-147522680",0
,"Olfr60",7,"chr7:147530950-147531886",0.041961
,"Olfr530",7,"chr7:147558583-147559507",0.021329
,"Olfr531",7,"chr7:147586028-147586943",0
,"Olfr532",7,"chr7:147604740-147605670",0
,"Olfr533",7,"chr7:147652101-147653064",0.040471
,"Olfr535",7,"chr7:147678538-147679477",0
,"Olfr536",7,"chr7:147686751-147693217",0.134888
,"Olfr538",7,"chr7:147760053-147760986",0.021067
,"Olfr46",7,"chr7:147787238-147797023",0
,"Olfr61",7,"chr7:147823601-147824537",0
,"Olfr53",7,"chr7:147832350-147838818",0
,"Olfr539",7,"chr7:147853187-147854147",0
,"Olfr45",7,"chr7:147876805-147877741",0
,"Olfr541",7,"chr7:147890151-147891090",0
,"Cyp2e1",7,"chr7:147949730-147960876",3.39174
,"Syce1",7,"chr7:147963127-147973753",0.012218
,"Zfp941",7,"chr7:147995575-148008077",0.074728
,"1190003J15Rik",7,"chr7:148021394-148023867",0.081382
,"Scgb1c1",7,"chr7:148031463-148032668",0.253674
,"C330022C24Rik",7,"chr7:148023119-148031588",0.081597
,"Odf3",7,"chr7:148033814-148036824",0.234624
,"Bet1l",7,"chr7:148039282-148042282",24.5393
,"Ric8",7,"chr7:148043295-148049630",28.8973
,"Sirt3",7,"chr7:148049561-148068208",9.638143
,"Psmd13",7,"chr7:148068292-148084541",60.92
,"Cox8b",7,"chr7:148084840-148086345",3.34737
,"BC024386",7,"chr7:148091962-148093866",0
,"Nlrp6",7,"chr7:148106800-148114439",1.04554
,"Athl1",7,"chr7:148127479-148133557",8.13102
,"Ifitm5",7,"chr7:148134860-148136138",2.18771
,"Ifitm2",7,"chr7:148140737-148141860",34.2613
,"Ifitm1",7,"chr7:148153327-148155726",29.39402
,"Ifitm3",7,"chr7:148195488-148196643",209.004
,"Ifitm6",7,"chr7:148201710-148202791",12.8222
,"B4galnt4",7,"chr7:148247172-148258018",0.49835
,"Pkp3",7,"chr7:148264127-148276409",4.850128
,"Sigirr",7,"chr7:148277073-148286445",23.3986
,"Ano9",7,"chr7:148287117-148303705",0.142404
,"Ptdss2",7,"chr7:148317184-148342053",5.81301
,"Rnh1",7,"chr7:148346224-148358750",59.40093
,"Hras1",7,"chr7:148375832-148379903",11.505162
,"Lrrc56",7,"chr7:148380028-148395954",2.345805
,"1600016N20Rik",7,"chr7:148395941-148399979",3.41217
,"Rassf7",7,"chr7:148401758-148404557",4.73578
,"Mir210",7,"chr7:148407282-148407392",0
,"Phrf1",7,"chr7:148414686-148448650",12.8303
,"Irf7",7,"chr7:148449081-148452323",50.09969
,"Cdhr5",7,"chr7:148454983-148462685",0.0761
,"Sct",7,"chr7:148464236-148465030",1.6175
,"Drd4",7,"chr7:148477904-148480900",0.339403
,"Deaf1",7,"chr7:148483074-148524682",13.872497
,"Tmem80",7,"chr7:148514028-148523054",27.28016
,"Eps8l2",7,"chr7:148524900-148548915",0.992236
,"B230206H07Rik",7,"chr7:148545076-148551009",0.053055
,"Taldo1",7,"chr7:148578058-148588875",126.822
,"Pddc1",7,"chr7:148594082-148600024",22.8359
,"Cend1",7,"chr7:148612349-148615319",0.126957
,"Slc25a22",7,"chr7:148615647-148623773",12.382219
,"Lrdd",7,"chr7:148624413-148629254",2.43012
,"Rplp2",7,"chr7:148633548-148637241",502.248
,"Snora52",7,"chr7:148634701-148634835",167.227
,"Pnpla2",7,"chr7:148641086-148646642",14.372576
,"Efcab4a",7,"chr7:148646992-148652501",3.90797
,"Cd151",7,"chr7:148653260-148657380",45.8734
,"Polr2l",7,"chr7:148657758-148661052",2.11674
,"Tspan4",7,"chr7:148661134-148679326",39.64154
,"Chid1",7,"chr7:148679034-148725756",5.28297
,"Ap2a2",7,"chr7:148748078-148818910",13.3329
,"Gm16982",7,"chr7:148795964-148799646",0.228644
,"Muc6",7,"chr7:148819947-148841207",0.39022
,"Muc5ac",7,"chr7:148974915-149005040",0.003707
,"Muc5b",7,"chr7:149024976-149058990",0.001042
,"Tollip",7,"chr7:149067489-149088311",17.0024
,"Brsk2",7,"chr7:149135655-149190148",0.038541
,"Mir3104",7,"chr7:149178083-149178146",0
,"Mob2",7,"chr7:149194457-149246939",30.4331
,"Dusp8",7,"chr7:149265391-149281189",0.16666
,"Krtap5-2",7,"chr7:149360436-149361910",0
,"Krtap5-3",7,"chr7:149387268-149388920",0
,"Krtap5-5",7,"chr7:149414699-149415876",0
,"Krtap5-1",7,"chr7:149482281-149482974",0
,"Krtap5-4",7,"chr7:149489406-149490408",0
,"6330512M04Rik",7,"chr7:149512014-149558164",0.432029
,"Ctsd",7,"chr7:149561820-149573775",162.579
,"Syt8",7,"chr7:149620881-149626303",0.141774
,"Tnni2",7,"chr7:149628372-149630310",19.482
,"Lsp1",7,"chr7:149646774-149680504",349.01878
,"Gm14492",7,"chr7:149676984-149692676",19.9423
,"Tnnt3",7,"chr7:149684740-149701914",2.571837
,"Mrpl23",7,"chr7:149719021-149726647",0.729996
,"Nctc1",7,"chr7:149730513-149744503",0.008084
,"H19",7,"chr7:149761436-149764051",0.24238
,"Mir675",7,"chr7:149762968-149763052",0
,"Igf2",7,"chr7:149836672-149846940",1.007111
,"Igf2as",7,"chr7:149845597-149856261",0.04372
,"Mir483",7,"chr7:149840828-149840901",0
,"Ins2",7,"chr7:149864560-149865613",0
,"Th",7,"chr7:150078680-150085871",0
,"Ascl2",7,"chr7:150152726-150155169",0.076423
,"Tspan32",7,"chr7:150190950-150205390",69.670081
,"R74862",7,"chr7:150218525-150239273",2.28292
,"Cd81",7,"chr7:150238654-150253835",146.585
,"Tssc4",7,"chr7:150255272-150256992",28.681848
,"Trpm5",7,"chr7:150257433-150280547",0.43802
,"Kcnq1",7,"chr7:150293158-150612947",0.205355
,"Kcnq1ot1",7,"chr7:150399015-150482452",0.62953
,"4933417O13Rik",7,"chr7:150508676-150516555",0
,"Cdkn1c",7,"chr7:150644243-150646955",1.763558
,"Slc22a18",7,"chr7:150659659-150685237",0.555708
,"Phlda2",7,"chr7:150687452-150688429",0.172757
,"Nap1l4",7,"chr7:150699483-150734995",69.6363
,"Cars",7,"chr7:150743134-150785995",8.880546
,"Tnfrsf26",7,"chr7:150793589-150813750",4.54787
,"Tnfrsf22",7,"chr7:150822629-150835543",1.10631
,"Tnfrsf23",7,"chr7:150851711-150871777",0.474548
,"Osbpl5",7,"chr7:150874666-150927868",10.874034
,"Mrgprg",7,"chr7:150949614-150952898",0.028523
,"Mrgpre",7,"chr7:150964267-150970405",2.59022
,"Nadsyn1",7,"chr7:150981498-151008746",7.40092
,"Dhcr7",7,"chr7:151009071-151034315",7.58356
,"Shank2",7,"chr7:151361424-151608580",0.018862
,"Cttn",7,"chr7:151621628-151656840",3.71811
,"Ppfia1",7,"chr7:151662659-151739634",8.327828
,"Fadd",7,"chr7:151764227-151768341",4.91883
,"Ano1",7,"chr7:151774453-151924497",2.348735
,"Fgf3",7,"chr7:152024516-152029253",0.046562
,"Fgf4",7,"chr7:152047290-152051148",0
,"Fgf15",7,"chr7:152082436-152086856",0.009591
,"Oraov1",7,"chr7:152101098-152107042",18.0645
,"Ccnd1",7,"chr7:152115835-152125830",22.13
,"1810010D01Rik",7,"chr7:152391722-152394024",0.210091
,"Tpcn2",7,"chr7:152439827-152469832",7.1922
,"Mrgprf",7,"chr7:152486813-152495462",0.571669
,"Mrgprd",7,"chr7:152500739-152509964",0
,"Insr",8,"chr8:3150921-3279617",5.58677
,"A430078G23Rik",8,"chr8:3353414-3390299",12.9972
,"Arhgef18",8,"chr8:3393007-3456600",34.9925
,"Pex11c",8,"chr8:3458816-3467648",3.78263
,"1700019B03Rik",8,"chr8:3470861-3487178",0.076369
,"Zfp358",8,"chr8:3493137-3497208",7.08377
,"Mcoln1",8,"chr8:3500518-3515231",15.9397
,"Pnpla6",8,"chr8:3515383-3544267",8.755568
,"C330021F23Rik",8,"chr8:3567997-3584776",0.151876
,"Camsap3",8,"chr8:3587449-3609075",0.327273
,"Xab2",8,"chr8:3610089-3621296",28.1647
,"2900053A13Rik",8,"chr8:3621550-3624235",22.6805
,"Pcp2",8,"chr8:3623370-3625545",0.329461
,"Stxbp2",8,"chr8:3631159-3643644",40.5791
,"Retn",8,"chr8:3655769-3659818",26.066231
,"1810033B17Rik",8,"chr8:3665761-3668905",9.9667
,"2400009B08Rik",8,"chr8:3671184-3672321",4.24924
,"Trappc5",8,"chr8:3676476-3680921",21.8114
,"Fcer2a",8,"chr8:3681736-3694174",107.676498
,"Clec4g",8,"chr8:3716070-3720651",1.71399
,"Cd209a",8,"chr8:3743394-3748984",9.06614
,"Rprl3",8,"chr8:3803124-3803361",1.51094
,"Cd209e",8,"chr8:3847972-3854286",2.51156
,"Cd209d",8,"chr8:3871823-3878499",13.3506
,"Cd209b",8,"chr8:3917656-3926814",38.640184
,"Cd209c",8,"chr8:3940221-3946863",0.536737
,"Cd209f",8,"chr8:4102792-4105764",0.271617
,"Cd209g",8,"chr8:4134735-4137707",0.087189
,"Evi5l",8,"chr8:4166566-4193701",2.76864
,"BC068157",8,"chr8:4209542-4217312",0.101109
,"Lrrc8e",8,"chr8:4226826-4237470",0.037679
,"Map2k7",8,"chr8:4238739-4247897",25.94728
,"Gm14378",8,"chr8:4248213-4251423",2.61038
,"Snapc2",8,"chr8:4253101-4256220",5.60858
,"Ctxn1",8,"chr8:4257645-4259274",1.03744
,"Timm44",8,"chr8:4259730-4275905",34.6247
,"Elavl1",8,"chr8:4284781-4325100",16.1151
,"Ccl25",8,"chr8:4325209-4360020",1.640335
,"Lass4",8,"chr8:4493404-4526079",8.37881
,"Zfp958",8,"chr8:4613169-4630231",7.98452
,"Shcbp1",8,"chr8:4735979-4779534",7.49666
,"Slc10a2",8,"chr8:5085622-5105232",0
,"Efnb2",8,"chr8:8617438-8660773",4.63146
,"Arglu1",8,"chr8:8666575-8690537",119.344
,"4933430N04Rik",8,"chr8:9125411-9132288",0
,"Fam155a",8,"chr8:9206009-9771023",0.047114
,"Lig4",8,"chr8:9970019-9976323",7.2406
,"Abhd13",8,"chr8:9977716-9992154",12.47942
,"Tnfsf13b",8,"chr8:10006632-10035999",9.06524
,"Myo16",8,"chr8:10153922-10633950",0.030303
,"B930025P03Rik",8,"chr8:10870421-10882454",0.048045
,"3930402G23Rik",8,"chr8:10924426-10928457",0.075645
,"Irs2",8,"chr8:10986963-11008430",2.04925
,"9530052E02Rik",8,"chr8:11007849-11054541",1.09914
,"Col4a1",8,"chr8:11198422-11312826",10.8847
,"Col4a2",8,"chr8:11312828-11449287",7.8774
,"Rab20",8,"chr8:11453976-11478499",13.5383
,"Carkd",8,"chr8:11497505-11513286",22.87066
,"Cars2",8,"chr8:11514016-11550771",12.7215
,"Ing1",8,"chr8:11556065-11563250",19.8059
,"Ankrd10",8,"chr8:11611582-11635754",53.071039
,"1700016D06Rik",8,"chr8:11654923-11678750",0.043532
,"Gm6524",8,"chr8:11692981-11694514",3.28471
,"Arhgef7",8,"chr8:11728104-11835217",9.482553
,"1700018L24Rik",8,"chr8:11840520-11855761",0.026881
,"Gm5607",8,"chr8:12385770-12436732",0
,"Sox1",8,"chr8:12395518-12399555",0
,"Spaca7",8,"chr8:12573048-12600738",0
,"Tubgcp3",8,"chr8:12614276-12672100",18.8145
,"Gm15348",8,"chr8:12706943-12719127",0
,"Atp11a",8,"chr8:12757015-12868728",6.73361
,"Gm15350",8,"chr8:12828337-12831919",0.076272
,"Mcf2l",8,"chr8:12915892-13020509",0.814537
,"F7",8,"chr8:13026033-13035809",0.23224
,"F10",8,"chr8:13037307-13056676",1.244042
,"Proz",8,"chr8:13060907-13075006",0.792004
,"Pcid2",8,"chr8:13077524-13105343",8.20508
,"Cul4a",8,"chr8:13105720-13147939",13.2152
,"Lamp1",8,"chr8:13159134-13175338",127.993
,"Grtp1",8,"chr8:13176868-13200624",0.653059
,"Mir1968",8,"chr8:13189030-13189098",0
,"Adprhl1",8,"chr8:13235661-13254162",0
,"Dcun1d2",8,"chr8:13255962-13288126",11.59063
,"Tmco3",8,"chr8:13288012-13322924",2.78835
,"Tfdp1",8,"chr8:13339673-13377702",13.0402
,"Atp4b",8,"chr8:13386208-13396778",0
,"Grk1",8,"chr8:13405080-13421949",0.004259
,"Fam70b",8,"chr8:13435458-13461451",0.466082
,"Gas6",8,"chr8:13465373-13494535",19.6333
,"1700029H14Rik",8,"chr8:13550732-13562448",0.055131
,"Rasa3",8,"chr8:13567217-13677587",56.7133
,"4932443I19Rik",8,"chr8:13705888-13743066",0.026603
,"Cdc16",8,"chr8:13757689-13781882",31.1099
,"Upf3a",8,"chr8:13785614-13798537",18.6177
,"AF366264",8,"chr8:13835230-13838089",0
,"Zfp828",8,"chr8:13869640-13881639",8.39957
,"2410022L05Rik",8,"chr8:13884787-13890271",6.95674
,"Fbxo25",8,"chr8:13907805-13940521",11.2503
,"2610019F03Rik",8,"chr8:13952007-13974777",4.92851
,"Erich1",8,"chr8:14027564-14090327",6.87529
,"Dlgap2",8,"chr8:14095874-14847686",0.007314
,"Cln8",8,"chr8:14888535-14901719",3.94789
,"Arhgef10",8,"chr8:14911716-15001085",3.815149
,"Kbtbd11",8,"chr8:15011024-15033332",20.7032
,"BB014433",8,"chr8:15041445-15046078",0.00988
,"Myom2",8,"chr8:15057652-15133419",0.032392
,"Csmd1",8,"chr8:15892544-17535385",0.344362
,"Mir3106",8,"chr8:16168756-16168838",0
,"Mcph1",8,"chr8:18595172-18803188",2.71763
,"Angpt2",8,"chr8:18691336-18741551",9.77789
,"Agpat5",8,"chr8:18846278-18884413",9.73803
,"Xkr5",8,"chr8:18932728-18950973",0.537472
,"Defb40",8,"chr8:18974939-18978116",0.259203
,"Defb37",8,"chr8:18986232-18991055",0
,"Defb38",8,"chr8:19023463-19026529",0
,"Defb39",8,"chr8:19052825-19064810",0.24991
,"Defb12",8,"chr8:19111930-19114833",0
,"Defb34",8,"chr8:19123751-19126540",0
,"Spag11b",8,"chr8:19140758-19143010",0.070517
,"Spag11a",8,"chr8:19157886-19159578",0
,"Defb14",8,"chr8:19194327-19195309",0
,"Defb4",8,"chr8:19198703-19201547",0
,"Defa-ps12",8,"chr8:19210461-19212760",0
,"Defb6",8,"chr8:19225477-19228209",0
,"Defb46",8,"chr8:19239915-19242143",0
,"Defb5",8,"chr8:19247591-19250828",0
,"Defb3",8,"chr8:19293360-19295339",0
,"Defa-ps13",8,"chr8:19300676-19304794",0
,"Defb8",8,"chr8:19445769-19447606",0
,"Defb7",8,"chr8:19495096-19497775",0
,"4930467E23Rik",8,"chr8:19729575-19753602",0
,"6820431F20Rik",8,"chr8:19863863-19893010",0.207172
,"Gm15319",8,"chr8:19933241-19958780",0
,"2610005L07Rik",8,"chr8:19981359-20020392",0.618502
,"6820431F20Rik",8,"chr8:19991155-20020278",1.37717
,"Gm15056",8,"chr8:22040296-22041664",28.3512
,"Gm6040",8,"chr8:22056168-22061750",0
,"AY761185",8,"chr8:22083372-22084427",0.054292
,"Defa21",8,"chr8:22165223-22166196",0
,"Defa23",8,"chr8:22194718-22195695",0
,"Defa-rs7",8,"chr8:22194718-22195696",0
,"Gm10104",8,"chr8:22204716-22205680",0
,"Defa25",8,"chr8:22224120-22224964",0
,"Gm14851",8,"chr8:22234649-22235729",0
,"Gm15284",8,"chr8:22274328-22275277",0
,"Defa22",8,"chr8:22301955-22302928",0
,"Defa23",8,"chr8:22331251-22332228",0
,"Defa-rs7",8,"chr8:22331251-22332229",0
,"Gm15293",8,"chr8:22341282-22342125",0
,"Gm15292",8,"chr8:22389440-22390140",0
,"Defa3",8,"chr8:22427087-22428056",0
,"Defa5",8,"chr8:22437072-22438054",0
,"Gm15299",8,"chr8:22455224-22456066",0
,"Defa-rs1",8,"chr8:22465566-22466699",0
,"Gm7849",8,"chr8:22565898-22566989",0
,"Gm7861",8,"chr8:22566010-22566989",0
,"Defa20",8,"chr8:22619727-22620709",0
,"Gm15308",8,"chr8:22639501-22640484",0
,"Gm14850",8,"chr8:22675857-22676822",0
,"Gm6696",8,"chr8:22693498-22694339",0
,"Gm7849",8,"chr8:22703846-22704937",0
,"Gm7861",8,"chr8:22703958-22704937",0
,"Defa26",8,"chr8:22728639-22729444",0
,"Defa17",8,"chr8:22766238-22767208",0
,"Defa4",8,"chr8:22776268-22776440",0
,"Gm15315",8,"chr8:22776268-22777205",0
,"Defa-ps1",8,"chr8:22805483-22806325",0
,"AY761184",8,"chr8:22812995-22814119",0
,"Defa24",8,"chr8:22844965-22845943",0
,"Defa6",8,"chr8:22845008-22845849",0
,"Defb1",8,"chr8:22887026-22905657",0.194117
,"Defb50",8,"chr8:22934010-22941768",0
,"Defb2",8,"chr8:22950397-22953953",0
,"Defb10",8,"chr8:22969372-22972482",0
,"Defb9",8,"chr8:22992184-22995906",0
,"Defb11",8,"chr8:23015845-23016904",0
,"Defb15",8,"chr8:23040284-23043182",0
,"Defb35",8,"chr8:23048823-23051350",0
,"Defb13",8,"chr8:23057233-23059094",0
,"C86695",8,"chr8:23069185-23074775",0
,"Ccdc70",8,"chr8:23081067-23084513",0
,"Atp7b",8,"chr8:23104819-23170546",0.102391
,"Alg11",8,"chr8:23171192-23182099",7.817493
,"Nek5",8,"chr8:23184087-23235525",0.097857
,"Nek3",8,"chr8:23238754-23276907",2.385956
,"Ckap2",8,"chr8:23278623-23296291",5.38915
,"Vps36",8,"chr8:23303331-23329069",27.2684
,"Thsd1",8,"chr8:23337774-23371804",0.953795
,"Tpte",8,"chr8:23393912-23481890",0.039347
,"Slc25a15",8,"chr8:23486021-23509093",5.94223
,"1810012K16Rik",8,"chr8:23509192-23510063",0.498682
,"Mrps31",8,"chr8:23521811-23540137",18.2445
,"AI316807",8,"chr8:23573085-23587351",13.217445
,"Slc20a2",8,"chr8:23587171-23680088",6.47235
,"Vdac3",8,"chr8:23687546-23704285",13.460909
,"Dkk4",8,"chr8:23734514-23738018",0.373811
,"Polb",8,"chr8:23738590-23763909",31.8738
,"A930013F10Rik",8,"chr8:23744856-23747281",3.57265
,"Ikbkb",8,"chr8:23769676-23817055",44.4306
,"Plat",8,"chr8:23868215-23893320",3.30946
,"Ap3m2",8,"chr8:23897825-23916126",11.002302
,"Myst3",8,"chr8:23970010-24053734",16.9249
,"Ank1",8,"chr8:24085353-24260968",0.224707
,"Mir486",8,"chr8:24253026-24253154",0
,"Mir3107",8,"chr8:24253044-24253134",0
,"Nkx6-3",8,"chr8:24263742-24269420",0.007567
,"Agpat6",8,"chr8:24283417-24318925",15.5831
,"Gins4",8,"chr8:24337081-24348140",22.2183
,"Golga7",8,"chr8:24351797-24367552",12.60191
,"Sfrp1",8,"chr8:24521973-24560104",11.4112
,"Zmat4",8,"chr8:24780132-25173577",0.061915
,"1810011O10Rik",8,"chr8:25548087-25549418",29.5089
,"Ido2",8,"chr8:25642363-25686805",0.01642
,"Ido1",8,"chr8:25694612-25707481",0.386842
,"Adam18",8,"chr8:25712717-25785227",0.007129
,"Adam3",8,"chr8:25787705-25836297",0.147459
,"Adam5",8,"chr8:25843456-25934841",0.202121
,"Adam32",8,"chr8:25946614-26059276",0.047991
,"Adam9",8,"chr8:26060082-26127394",9.16554
,"Tm2d2",8,"chr8:26127682-26133732",23.0009
,"Htra4",8,"chr8:26135399-26149434",0.419993
,"Plekha2",8,"chr8:26149616-26212283",55.4202
,"Tacc1",8,"chr8:26265023-26311921",22.12882
,"5430421F17Rik",8,"chr8:26413121-26416742",0
,"Fgfr1",8,"chr8:26629243-26686186",2.983594
,"Letm2",8,"chr8:26688961-26707959",5.29562
,"Whsc1l1",8,"chr8:26712777-26830139",25.9191
,"Ppapdc1b",8,"chr8:26830519-26835359",13.552
,"Ddhd2",8,"chr8:26835795-26864752",7.9693
,"Bag4",8,"chr8:26875010-26895681",4.56155
,"Lsm1",8,"chr8:26896062-26914447",9.97101
,"Star",8,"chr8:26918984-26926454",13.1855
,"Ash2l",8,"chr8:26927341-26958142",22.45475
,"Kcnu1",8,"chr8:26960094-27048406",0.041607
,"Hgsnat",8,"chr8:27054930-27087216",12.0046
,"4930444A02Rik",8,"chr8:27091075-27104593",3.74904
,"Fnta",8,"chr8:27109193-27126073",48.3694
,"Hook3",8,"chr8:27131892-27229696",9.45773
,"Rnf170",8,"chr8:27229851-27254341",1.5709
,"Thap1",8,"chr8:27268640-27274623",5.70204
,"2310008N11Rik",8,"chr8:27925068-27934895",0.212876
,"Zfp703",8,"chr8:28087807-28091934",5.61894
,"Erlin2",8,"chr8:28134270-28149907",14.1111
,"Prosc",8,"chr8:28153026-28166604",15.828477
,"Gpr124",8,"chr8:28196312-28233908",3.10099
,"Brf2",8,"chr8:28234303-28239104",4.30174
,"Rab11fip1",8,"chr8:28249244-28285118",2.52341
,"4933416M07Rik",8,"chr8:28253381-28260178",0.038624
,"Got1l1",8,"chr8:28307930-28313019",0.013341
,"Adrb3",8,"chr8:28336247-28340060",0.468909
,"Eif4ebp1",8,"chr8:28370798-28386128",18.5617
,"Gm9731",8,"chr8:28406516-28407672",0.016139
,"Tex24",8,"chr8:28454865-28459660",0
,"Chrnb3",8,"chr8:28479182-28510202",0
,"Chrna6",8,"chr8:28513683-28524416",0.187831
,"Poteg",8,"chr8:28558141-28605644",0
,"Gm8096",8,"chr8:29193665-29195325",0.05279
,"Unc5d",8,"chr8:29757188-30330108",0.001706
,"4933433F19Rik",8,"chr8:31678866-31686045",0
,"Dusp26",8,"chr8:32200133-32207519",0.159412
,"Mir1186",8,"chr8:32213392-32213514",0
,"Rnf122",8,"chr8:32222317-32241945",5.68215
,"Tti2",8,"chr8:32260787-32275175",10.155445
,"Mak16",8,"chr8:32269939-32279196",44.2057
,"Fut10",8,"chr8:32297803-32371955",0.940879
,"7420700N18Rik",8,"chr8:32478220-32492910",0
,"Nrg1",8,"chr8:32928499-33028675",0.242906
,"Gm8179",8,"chr8:33262366-33292319",0
,"Gm3985",8,"chr8:33998976-34060498",0.013308
,"Wrn",8,"chr8:34344844-34495999",8.46443
,"Purg",8,"chr8:34496796-34527941",3.914794
,"Hmgb1-rs17",8,"chr8:34594782-34596229",0.098921
,"Tex15",8,"chr8:34681015-34696057",0.112517
,"Ppp2cb",8,"chr8:34710092-34730276",37.3269
,"Ubxn8",8,"chr8:34730057-34752448",7.57856
,"Gsr",8,"chr8:34763709-34808634",17.4349
,"Gtf2e2",8,"chr8:34842385-34887645",23.513245
,"2700090O03Rik",8,"chr8:34852583-34858242",0.200139
,"Rbpms",8,"chr8:34893115-35040313",14.94623
,"Dctn6",8,"chr8:35153476-35171565",45.0861
,"Mboat4",8,"chr8:35178083-35188239",0.075225
,"Leprotl1",8,"chr8:35198625-35209793",30.369
,"Tmem66",8,"chr8:35217616-35233901",68.9996
,"B930018H19",8,"chr8:35652473-35703370",0.040105
,"Dusp4",8,"chr8:35870663-35882948",3.1198
,"Tnks",8,"chr8:35892232-36028744",5.92923
,"Ppp1r3b",8,"chr8:36438794-36451191",1.68953
,"Eri1",8,"chr8:36528318-36558587",14.9749
,"Gm16793",8,"chr8:36645556-36652074",0.792342
,"Mfhas1",8,"chr8:36650851-36742503",6.74336
,"Cldn23",8,"chr8:36887762-36889613",0
,"5430403N17",8,"chr8:36927138-36946011",0.01964
,"D8Ertd82e",8,"chr8:37157881-37210841",5.43234
,"Lonrf1",8,"chr8:37279117-37312570",1.68842
,"6430573F11Rik",8,"chr8:37552244-37576067",1.0243
,"Dlc1",8,"chr8:37630792-38015496",3.725794
,"A730069N07Rik",8,"chr8:37998637-38015490",0.007299
,"AI429214",8,"chr8:38056628-38058587",1.77842
,"Sgcz",8,"chr8:38585607-39724562",0
,"Mir383",8,"chr8:39315186-39315256",0
,"Tusc3",8,"chr8:40068920-40250468",22.287
,"Gm6213",8,"chr8:40383333-40453622",0.812807
,"Msr1",8,"chr8:40667053-40728032",7.7037
,"Fgf20",8,"chr8:41364519-41372307",0
,"Efha2",8,"chr8:41393404-41471658",3.24774
,"Zdhhc2",8,"chr8:41509168-41570196",2.52724
,"Cnot7",8,"chr8:41578389-41596658",21.9345
,"Vps37a",8,"chr8:41597136-41636488",8.82502
,"Mtmr7",8,"chr8:41635512-41720146",1.08497
,"Adam24",8,"chr8:41760447-41767553",0
,"Adam25",8,"chr8:41837561-41841530",0
,"4930529F22Rik",8,"chr8:41878626-41882657",0
,"Adam39",8,"chr8:41908362-41912215",0
,"Slc7a2",8,"chr8:41947720-42007424",6.52351
,"Pdgfrl",8,"chr8:42011586-42076124",2.62545
,"Mtus1",8,"chr8:42076265-42219080",6.745511
,"B430010I23Rik",8,"chr8:42102821-42109570",0.075495
,"Fgl1",8,"chr8:42276787-42300510",1.57662
,"Pcm1",8,"chr8:42325112-42419441",12.9614
,"Asah1",8,"chr8:42425996-42460051",60.8987
,"Frg1",8,"chr8:42482807-42502472",47.7741
,"2810404M03Rik",8,"chr8:42912620-43131556",0
,"Triml1",8,"chr8:44215160-44226840",0
,"Triml2",8,"chr8:44268475-44279238",0
,"Zfp42",8,"chr8:44380420-44392363",0
,"Adam26b",8,"chr8:44605217-44613491",0
,"Adam26a",8,"chr8:44653629-44662061",0
,"Gm5346",8,"chr8:44710328-44712539",0
,"Adam34",8,"chr8:44735662-44750914",0
,"Gm5347",8,"chr8:44759011-44784845",0
,"Fat1",8,"chr8:46035561-46137611",0.391502
,"AY512931",8,"chr8:46146055-46150772",0.007018
,"Mtnr1a",8,"chr8:46154563-46173860",0
,"Gm6329",8,"chr8:46245847-46250499",0
,"F11",8,"chr8:46326523-46347385",0
,"Klkb1",8,"chr8:46354806-46380189",0.04088
,"Cyp4v3",8,"chr8:46391155-46418550",8.64318
,"Fam149a",8,"chr8:46422068-46467645",2.82586
,"Tlr3",8,"chr8:46481018-46495893",15.1098
,"Sorbs2",8,"chr8:46593141-46913260",8.756575
,"D330022K07Rik",8,"chr8:46808678-46904651",0.149948
,"Pdlim3",8,"chr8:46970838-47004900",4.39667
,"Ccdc110",8,"chr8:47020002-47029499",0.044446
,"1700029J07Rik",8,"chr8:47038959-47060606",2.98359
,"Ufsp2",8,"chr8:47060892-47082213",33.2111
