"gene_id","gene_name","chromosome","count","locus"
,"Zfp637",6,51,"chr6:117791259-117795974"
,"Zfp239",6,30,"chr6:117813094-117822784"
,"Hnrnpf",6,144,"chr6:117850357-117875640"
,"Fxyd4",6,0,"chr6:117883576-117887353"
,"Rasgef1a",6,1,"chr6:118016402-118041564"
,"Csgalnact2",6,147,"chr6:118057470-118089158"
,"Ret",6,2,"chr6:118101765-118147762"
,"1700069P05Rik",6,0,"chr6:118196712-118198472"
,"Bms1",6,311,"chr6:118333398-118369435"
,"Zfp248",6,9,"chr6:118377336-118405524"
,"Zfp9",6,6,"chr6:118411967-118429291"
,"Ankrd26",6,205,"chr6:118452581-118512274"
,"Cacna1c",6,2,"chr6:118542313-119146427"
,"4931430N09Rik",6,0,"chr6:118830175-118835561"
,"Dcp1b",6,13,"chr6:119125270-119171632"
,"Cacna2d4",6,1,"chr6:119186543-119302425"
,"Lrtm2",6,10,"chr6:119265150-119280784"
,"Adipor2",6,434,"chr6:119303167-119367501"
,"Wnt5b",6,4,"chr6:119382548-119494365"
,"Fbxl14",6,93,"chr6:119429685-119433904"
,"Erc1",6,74,"chr6:119520813-119798168"
,"3110021A11Rik",6,0,"chr6:119798210-119799034"
,"Rad52",6,33,"chr6:119852715-119872841"
,"Wnk1",6,1092,"chr6:119873986-119988673"
,"Mir706",6,0,"chr6:119984245-119984329"
,"Ninj2",6,1,"chr6:120043397-120150356"
,"B4galnt3",6,1,"chr6:120153827-120244577"
,"Ccdc77",6,109,"chr6:120274339-120314387"
,"Kdm5a",6,222,"chr6:120314116-120394592"
,"Il17ra",6,266,"chr6:120413214-120433745"
,"Cecr6",6,5,"chr6:120438956-120443825"
,"Cecr5",6,90,"chr6:120459511-120481317"
,"1700072O05Rik",6,0,"chr6:120504813-120524222"
,"Cecr2",6,165,"chr6:120616438-120721209"
,"Slc25a18",6,1,"chr6:120723785-120744000"
,"Atp6v1e1",6,528,"chr6:120745261-120772703"
,"Bcl2l13",6,616,"chr6:120786247-120842860"
,"Bid",6,210,"chr6:120843136-120866838"
,"Mical3",6,101,"chr6:120957257-121031627"
,"Pex26",6,50,"chr6:121133684-121146203"
,"Tuba8",6,6,"chr6:121160787-121176115"
,"Usp18",6,186,"chr6:121195923-121220935"
,"Slc6a13",6,0,"chr6:121250313-121287736"
,"Slc6a12",6,4,"chr6:121296714-121315791"
,"Iqsec3",6,0,"chr6:121322950-121423696"
,"A2m",6,0,"chr6:121586190-121629256"
,"Mug1",6,0,"chr6:121788558-121839075"
,"Mug2",6,0,"chr6:121956815-122035985"
,"Gm10319",6,0,"chr6:122086645-122100976"
,"Mug-ps1",6,0,"chr6:122126070-122198584"
,"Klrg1",6,9,"chr6:122220618-122232851"
,"M6pr",6,191,"chr6:122259027-122267695"
,"Phc1",6,31,"chr6:122267748-122287033"
,"Rimklb",6,1,"chr6:122403626-122436323"
,"Mfap5",6,3,"chr6:122463693-122479305"
,"Aicda",6,2,"chr6:122503826-122514198"
,"Apobec1",6,218,"chr6:122527809-122552462"
,"Gdf3",6,15,"chr6:122555420-122560089"
,"Dppa3",6,0,"chr6:122576441-122580289"
,"Nanog",6,0,"chr6:122657585-122663796"
,"Nanogpd",6,0,"chr6:122657800-122663573"
,"Slc2a3",6,125,"chr6:122677826-122692763"
,"Foxj2",6,131,"chr6:122770201-122795384"
,"C3ar1",6,34,"chr6:122797157-122806175"
,"Necap1",6,86,"chr6:122824574-122838959"
,"Clec4a1",6,143,"chr6:122871865-122884637"
,"Clec4a3",6,154,"chr6:122902532-122919896"
,"Clec4a4",6,7,"chr6:122940384-122974439"
,"Clec4b1",6,2,"chr6:122999979-123021573"
,"Clec4a2",6,39,"chr6:123072707-123094017"
,"Clec4b2",6,13,"chr6:123123040-123154689"
,"Clec4n",6,1,"chr6:123179860-123197042"
,"Clec4d",6,4,"chr6:123212124-123225286"
,"Clec4e",6,7,"chr6:123231806-123239889"
,"Vmn2r19",6,0,"chr6:123258350-123286555"
,"Vmn2r20",6,0,"chr6:123335279-123368079"
,"Vmn2r21",6,0,"chr6:123442525-123483424"
,"Vmn2r22",6,0,"chr6:123559775-123600653"
,"Vmn2r23",6,0,"chr6:123652838-123692257"
,"Vmn2r24",6,0,"chr6:123728988-123766298"
,"Vmn2r25",6,0,"chr6:123772831-123803208"
,"Vmn2r26",6,0,"chr6:123974775-124012053"
,"Vmn2r27",6,0,"chr6:124141613-124181802"
,"Cd163",6,34,"chr6:124254668-124280545"
,"1700013D24Rik",6,0,"chr6:124297611-124307104"
,"Pex5",6,65,"chr6:124346833-124365085"
,"Clstn3",6,17,"chr6:124380773-124414802"
,"C1rl",6,17,"chr6:124443130-124460661"
,"C1ra",6,41,"chr6:124462638-124473458"
,"C1s",6,117,"chr6:124480361-124492377"
,"C1rb",6,0,"chr6:124520447-124531062"
,"Gm5077",6,16,"chr6:124574642-124586103"
,"Lpcat3",6,240.521,"chr6:124613121-124654734"
,"Emg1",6,169.479,"chr6:124654387-124662196"
,"Phb2",6,63,"chr6:124662306-124666963"
,"Mir141",6,0,"chr6:124667931-124668003"
,"Mir200c",6,0,"chr6:124668339-124668408"
,"Ptpn6",6,594,"chr6:124670735-124688727"
,"Grcc10",6,121,"chr6:124689201-124691097"
,"Atn1",6,34,"chr6:124692561-124706505"
,"Eno2",6,2,"chr6:124710072-124719527"
,"Lrrc23",6,2,"chr6:124719880-124729736"
,"Spsb2",6,3,"chr6:124758958-124760632"
,"Tpi1",6,78,"chr6:124760609-124764314"
,"Usp5",6,217,"chr6:124765036-124779465"
,"Cdca3",6,590,"chr6:124780193-124783719"
,"Gnb3",6,0,"chr6:124784257-124790293"
,"Leprel2",6,26,"chr6:124791112-124807705"
,"Gpr162",6,1,"chr6:124808462-124813935"
,"Cd4",6,120,"chr6:124814710-124838227"
,"Lag3",6,21,"chr6:124854376-124861723"
,"Ptms",6,132,"chr6:124863692-124867964"
,"Mlf2",6,31,"chr6:124881405-124886167"
,"Cops7a",6,32,"chr6:124908428-124915547"
,"C530028O21Rik",6,1,"chr6:124946737-124953117"
,"Zfp384",6,33,"chr6:124959255-124987888"
,"Ing4",6,111,"chr6:124989865-124999282"
,"Acrbp",6,24,"chr6:124999944-125013283"
,"Lpar5",6,27,"chr6:125017937-125032490"
,"Chd4",6,588,"chr6:125046180-125080519"
,"Nop2",6,135,"chr6:125081900-125094771"
,"Iffo1",6,79,"chr6:125095258-125111800"
,"Gapdh",6,0,"chr6:125111869-125115601"
,"Ncapd2",6,842,"chr6:125118024-125141604"
,"Scarna10",6,0,"chr6:125136378-125136449"
,"Mrpl51",6,33,"chr6:125142217-125144410"
,"Vamp1",6,76,"chr6:125165598-125172324"
,"Tapbpl",6,149,"chr6:125174229-125181878"
,"E130112N10Rik",6,1,"chr6:125181293-125189952"
,"Cd27",6,46,"chr6:125182639-125187045"
,"4930417O13Rik",6,0,"chr6:125215542-125223795"
,"Tuba3a",6,0,"chr6:125228291-125236060"
,"Ltbr",6,105,"chr6:125256588-125263888"
,"Scnn1a",6,4,"chr6:125271357-125294960"
,"Tnfrsf1a",6,143,"chr6:125299740-125312501"
,"Plekhg6",6,2,"chr6:125312668-125330522"
,"Cd9",6,10,"chr6:125410283-125444773"
,"Vwf",6,105,"chr6:125502980-125636695"
,"Ano2",6,0,"chr6:125640436-125990146"
,"Ntf3",6,0,"chr6:126051429-126116762"
,"Gm10415",6,0,"chr6:126236666-126278704"
,"Kcna5",6,0,"chr6:126482568-126485573"
,"Kcna1",6,2,"chr6:126586480-126595819"
,"Kcna6",6,2,"chr6:126658346-126690692"
,"Ndufa9",6,144,"chr6:126771880-126799162"
,"Akap3",6,0,"chr6:126803115-126824326"
,"Dyrk4",6,0,"chr6:126826216-126871857"
,"Rad51ap1",6,201,"chr6:126873436-126889573"
,"D6Wsu163e",6,184,"chr6:126889983-126925722"
,"Fgf6",6,0,"chr6:126965559-126974736"
,"Fgf23",6,0,"chr6:127022919-127031426"
,"9630033F20Rik",6,52,"chr6:127035133-127059570"
,"Ccnd2",6,325,"chr6:127075726-127101066"
,"9330179D12Rik",6,0,"chr6:127099406-127162437"
,"Parp11",6,81,"chr6:127403740-127444257"
,"Efcab4b",6,1,"chr6:127527992-127579956"
,"Prmt8",6,0,"chr6:127639026-127719177"
,"Tspan11",6,0,"chr6:127837639-127903049"
,"Tspan9",6,104,"chr6:127911417-128093596"
,"Tead4",6,3,"chr6:128177160-128250831"
,"Tulp3",6,40,"chr6:128271178-128305869"
,"5930416I19Rik",6,152,"chr6:128307017-128312915"
,"Foxm1",6,163,"chr6:128313011-128325904"
,"4933413G19Rik",6,0,"chr6:128325527-128335162"
,"Nrip2",6,3,"chr6:128349783-128358953"
,"Itfg2",6,32,"chr6:128359461-128374928"
,"Fkbp4",6,658,"chr6:128380124-128388649"
,"Gm10069",6,0,"chr6:128388774-128453299"
,"Pzp",6,0,"chr6:128433584-128476738"
,"BC048546",6,2,"chr6:128489839-128531624"
,"Klrb1a",6,16,"chr6:128559244-128572952"
,"Clec2h",6,0,"chr6:128612402-128627392"
,"4930431A04Rik",6,0,"chr6:128656525-128673064"
,"Klrb1c",6,43,"chr6:128728502-128738659"
,"Klrb1b",6,27,"chr6:128763723-128776333"
,"BC035044",6,608,"chr6:128798061-128841142"
,"Clec2i",6,5,"chr6:128837631-128846866"
,"Clec2g",6,3,"chr6:128884398-128934725"
,"Gm15987",6,6,"chr6:128902370-128925047"
,"BC064078",6,0,"chr6:128943037-128956667"
,"Klrb1f",6,40,"chr6:128995918-129007489"
,"Clec2e",6,0,"chr6:129041833-129050921"
,"Clec2d",6,189,"chr6:129130632-129136553"
,"2310001H17Rik",6,29,"chr6:129182640-129188500"
,"Cd69",6,81,"chr6:129217342-129225387"
,"4922502D21Rik",6,0,"chr6:129272182-129281799"
,"Clec12a",6,28,"chr6:129300261-129315321"
,"Clec12b",6,8,"chr6:129325530-129335892"
,"Clec1b",6,11,"chr6:129347314-129355431"
,"Clec9a",6,125,"chr6:129358879-129374782"
,"Clec1a",6,20,"chr6:129376701-129402018"
,"Clec7a",6,44,"chr6:129411608-129422795"
,"Olr1",6,3,"chr6:129435265-129457183"
,"D630042F21Rik",6,0,"chr6:129462574-129469245"
,"1700101I11Rik",6,4,"chr6:129482201-129483302"
,"Gabarapl1",6,192,"chr6:129483209-129492349"
,"Klre1",6,18,"chr6:129528303-129535845"
,"Klrd1",6,28,"chr6:129541828-129548793"
,"Klrk1",6,72,"chr6:129560338-129573859"
,"Klrc3",6,0,"chr6:129589102-129593306"
,"Klrc2",6,0,"chr6:129606363-129610614"
,"Klrc1",6,0,"chr6:129624876-129628928"
,"Mir680-1",6,0,"chr6:129641552-129641661"
,"Klri1",6,14,"chr6:129647235-129667150"
,"Klri2",6,36,"chr6:129679058-129690502"
,"Gm156",6,1,"chr6:129716664-129725867"
,"Klra17",6,85,"chr6:129781171-129826690"
,"Klra5",6,0,"chr6:129849008-129863242"
,"Klra22",6,0,"chr6:129922099-130330826"
,"Klra15",6,1,"chr6:129922110-130330680"
,"Klra18",6,0,"chr6:129993749-130017276"
,"Klra4",6,0,"chr6:129994034-130017289"
,"Klra12",6,0,"chr6:129994041-130256499"
,"Klra33",6,0,"chr6:129994056-130015320"
,"Klra13-ps",6,0,"chr6:130241178-130256450"
,"Klra23",6,0,"chr6:130241178-130258379"
,"Klra1",6,0,"chr6:130313935-130336892"
,"Klra6",6,0.00235742,"chr6:129963050-129976972"
,"Klra19",6,8.99764,"chr6:129963051-129976978"
,"Klra21",6,0,"chr6:130032615-130079897"
,"Klra8",6,0,"chr6:130065243-130079916"
,"Klra14",6,0,"chr6:130099123-130110766"
,"Klra9",6,0,"chr6:130128699-130143130"
,"Klra7",6,0,"chr6:130168622-130183340"
,"Klra10",6,0,"chr6:130219211-130231946"
,"Klra3",6,0,"chr6:130273304-130287644"
,"Klra2",6,174,"chr6:131169252-131197380"
,"Magohb",6,52,"chr6:131234406-131243262"
,"Styk1",6,19,"chr6:131249161-131263845"
,"Csda",6,559,"chr6:131314875-131338468"
,"5430401F13Rik",6,0,"chr6:131493779-131503775"
,"Tas2r130",6,0,"chr6:131579909-131580848"
,"Tas2r107",6,0,"chr6:131609175-131610102"
,"Tas2r106",6,0,"chr6:131627977-131628904"
,"Tas2r104",6,0,"chr6:131634853-131635762"
,"Tas2r105",6,0,"chr6:131636578-131637481"
,"Tas2r114",6,0,"chr6:131639151-131640081"
,"Gm4736",6,0,"chr6:132064238-132314153"
,"Gm8882",6,0,"chr6:132311122-132314152"
,"Prb1",6,0,"chr6:132156812-132160539"
,"Prpmp5",6,0,"chr6:132261607-132264761"
,"Prh1",6,0,"chr6:132519859-132522419"
,"Prp2",6,0,"chr6:132545963-132550720"
,"A630073D07Rik",6,0,"chr6:132575128-132577529"
,"Tas2r120",6,0,"chr6:132606974-132607862"
,"Tas2r121",6,0,"chr6:132650107-132651025"
,"Tas2r122",6,0,"chr6:132661016-132661946"
,"Tas2r115",6,0,"chr6:132687071-132688004"
,"Tas2r124",6,0,"chr6:132704747-132705677"
,"Tas2r102",6,0,"chr6:132712148-132713192"
,"Tas2r136",6,0,"chr6:132727196-132728180"
,"Tas2r117",6,0,"chr6:132752918-132753911"
,"Tas2r123",6,0,"chr6:132797159-132798161"
,"Tas2r116",6,0,"chr6:132805455-132806373"
,"Tas2r110",6,0,"chr6:132818025-132819027"
,"Tas2r113",6,0,"chr6:132843028-132843958"
,"Tas2r125",6,0,"chr6:132859668-132860604"
,"Tas2r129",6,0,"chr6:132901119-132902082"
,"Tas2r131",6,0,"chr6:132906929-132907862"
,"Tas2r109",6,0,"chr6:132930032-132930983"
,"Tas2r103",6,0,"chr6:132986180-132987119"
,"Tas2r140",6,0,"chr6:133004872-133005811"
,"2700089E24Rik",6,179,"chr6:133055256-133057764"
,"5530400C23Rik",6,0,"chr6:133242233-133245808"
,"Gm5885",6,0,"chr6:133479206-133482780"
,"Gm5886",6,0,"chr6:133714016-133717421"
,"Kap",6,0,"chr6:133799872-133803685"
,"Etv6",6,120,"chr6:133985724-134220165"
,"Bcl2l14",6,3,"chr6:134346346-134388742"
,"Lrp6",6,184,"chr6:134396495-134516931"
,"Mansc1",6,6,"chr6:134559224-134582506"
,"Loh12cr1",6,34,"chr6:134589529-134661202"
,"Dusp16",6,47,"chr6:134665490-134742646"
,"Crebl2",6,81,"chr6:134780216-134807901"
,"Gpr19",6,16,"chr6:134819110-134847943"
,"2810454H06Rik",6,16,"chr6:134847978-134850803"
,"Cdkn1b",6,82,"chr6:134870418-134875543"
,"1190002F15Rik",6,182,"chr6:134879109-134901736"
,"Apold1",6,17,"chr6:134932018-134936854"
,"Ddx47",6,253,"chr6:134961629-134973794"
,"Gprc5a",6,2,"chr6:135015679-135034726"
,"Gprc5d",6,4,"chr6:135056008-135068301"
,"Hebp1",6,1122,"chr6:135087536-135118233"
,"Gm19434",6,50,"chr6:135138497-135144977"
,"8430419L09Rik",6,289,"chr6:135148004-135186258"
,"Gsg1",6,0,"chr6:135187347-135204354"
,"Pbp2",6,0,"chr6:135259146-135260402"
,"Emp1",6,347,"chr6:135312948-135333191"
,"Grin2b",6,0,"chr6:135679822-136123529"
,"Gm8994",6,0,"chr6:136277556-136280001"
,"E330021D16Rik",6,0,"chr6:136350340-136364090"
,"Atf7ip",6,252,"chr6:136467371-136555900"
,"Plbd1",6,344,"chr6:136560591-136610414"
,"Gucy2c",6,0,"chr6:136645804-136730263"
,"Hist4h4",6,6,"chr6:136750073-136752952"
,"H2afj",6,107,"chr6:136756768-136758595"
,"Wbp11",6,204,"chr6:136762174-136776737"
,"BC049715",6,4,"chr6:136777363-136789075"
,"C030030A07Rik",6,1,"chr6:136778451-136783971"
,"Art4",6,293,"chr6:136796971-136806121"
,"Mgp",6,37,"chr6:136820955-136824326"
,"Erp27",6,16,"chr6:136855907-136870701"
,"Arhgdib",6,780,"chr6:136872229-136890238"
,"Pde6h",6,0,"chr6:136903043-136912004"
,"Rerg",6,0,"chr6:137003345-137119017"
,"Ptpro",6,29,"chr6:137200819-137413154"
,"Eps8",6,86,"chr6:137425765-137597641"
,"Strap",6,356,"chr6:137683602-137700451"
,"Dera",6,62,"chr6:137703097-137786393"
,"Slc15a5",6,0,"chr6:137932110-138028437"
,"Mgst1",6,84,"chr6:138089057-138105273"
,"Lmo3",6,0,"chr6:138313001-138530489"
,"Igbp1b",6,0,"chr6:138605613-138606965"
,"4922502N22Rik",6,0,"chr6:139264117-139271097"
,"Rergl",6,0,"chr6:139441702-139450430"
,"Pik3c2g",6,1,"chr6:139535771-139917804"
,"Plcz1",6,0,"chr6:139938242-139989938"
,"Capza3",6,0,"chr6:139990045-139991307"
,"Plekha5",6,28,"chr6:140372619-140543427"
,"Aebp2",6,116,"chr6:140571183-140625939"
,"Pde3a",6,44,"chr6:141197789-141447872"
,"Gm10400",6,0,"chr6:141289073-141292908"
,"Slco1c1",6,0,"chr6:141472906-141518698"
,"Slco1b2",6,0,"chr6:141578038-141635156"
,"Slco1a4",6,0,"chr6:141753960-141804692"
,"Slco1a1",6,0,"chr6:141855801-141895483"
,"Gm6614",6,0,"chr6:141920716-141957266"
,"Slco1a6",6,0,"chr6:142034288-142134670"
,"Slco1a5",6,0,"chr6:142182749-142271470"
,"Iapp",6,0,"chr6:142246944-142252339"
,"Pyroxd1",6,41.4855,"chr6:142294216-142311144"
,"Recql",6,146.514,"chr6:142298861-142335607"
,"Golt1b",6,117,"chr6:142335762-142352378"
,"Gys2",6,0,"chr6:142371132-142421629"
,"Ldhb",6,11,"chr6:142438768-142456463"
,"Kcnj8",6,124,"chr6:142513458-142519876"
,"Abcc9",6,233,"chr6:142536381-142650794"
,"5330439B14Rik",6,0,"chr6:142563114-142574982"
,"Cmas",6,690,"chr6:142705205-142724234"
,"Gm766",6,0,"chr6:142734300-142752986"
,"Gm7457",6,1.29858,"chr6:142762750-142782014"
,"St8sia1",6,62.7014,"chr6:142770060-142912972"
,"5730419I09Rik",6,225,"chr6:142959439-143048627"
,"Etnk1",6,776,"chr6:143115749-143157066"
,"D6Ertd474e",6,1,"chr6:143194407-143246399"
,"1700060C16Rik",6,0,"chr6:143541872-143599808"
,"Sox5",6,18,"chr6:143776944-144158088"
,"4933425H06Rik",6,0,"chr6:144621387-144642352"
,"Bcat1",6,8,"chr6:144942354-145024677"
,"Lrmp",6,427,"chr6:145070258-145123448"
,"Casc1",6,0,"chr6:145123391-145159490"
,"Lyrm5",6,43,"chr6:145159653-145165062"
,"Kras",6,399,"chr6:145165218-145198751"
,"Gm15706",6,3,"chr6:145199071-145200376"
,"1700073E17Rik",6,0,"chr6:145336144-145340743"
,"Ifltd1",6,0,"chr6:145345754-145383445"
,"Tuba3b",6,0,"chr6:145564482-145569997"
,"Rassf8",6,11,"chr6:145756902-145766104"
,"Bhlhe41",6,5,"chr6:145811256-145813860"
,"Sspn",6,59,"chr6:145882666-145913745"
,"Itpr2",6,390,"chr6:146060001-146450434"
,"4933424B01Rik",6,133,"chr6:146498153-146526357"
,"Fgfr1op2",6,262,"chr6:146526432-146547720"
,"Tm7sf3",6,255,"chr6:146550797-146583114"
,"Med21",6,31,"chr6:146591100-146599122"
,"Gm6654",6,0,"chr6:146595698-146596324"
,"4930479D17Rik",6,0,"chr6:146605739-146613925"
,"Stk38l",6,33,"chr6:146673451-146727336"
,"Arntl2",6,0,"chr6:146754051-146781168"
,"1700023A16Rik",6,0,"chr6:146798631-146819926"
,"Ppfibp1",6,81,"chr6:146837015-146980545"
,"1700034J05Rik",6,0,"chr6:146899822-146902943"
,"Rep15",6,1,"chr6:146981058-146982040"
,"Mrps35",6,55,"chr6:146991291-147019424"
,"Gm5887",6,1,"chr6:147023583-147035554"
,"Klhdc5",6,138,"chr6:147039596-147061300"
,"E330012B07Rik",6,0,"chr6:147128762-147156816"
,"Pthlh",6,1,"chr6:147200631-147212607"
,"Ccdc91",6,45,"chr6:147424392-147581134"
,"1700049E15Rik",6,0,"chr6:147638762-147650896"
,"Far2",6,55.1254,"chr6:147995937-148131282"
,"4732416N19Rik",6,0,"chr6:148160809-148184185"
,"Ergic2",6,138.875,"chr6:148127839-148160896"
,"Tmtc1",6,19,"chr6:148180951-148392874"
,"Rps4y2",6,0,"chr6:148303177-148304118"
,"Gm6313",6,0,"chr6:148555307-148562831"
,"Ipo8",6,102,"chr6:148719205-148779989"
,"Caprin2",6,30,"chr6:148791033-148844648"
,"Fam60a",6,0,"chr6:148869580-148894954"
,"Dennd5b",6,94,"chr6:148936590-149050202"
,"4833442J19Rik",6,10,"chr6:149090034-149099692"
,"Amn1",6,5,"chr6:149106098-149137234"
,"2810474O19Rik",6,611,"chr6:149257935-149284185"
,"Bicd1",6,2,"chr6:149357407-149507379"
,"Speer9-ps1",7,0,"chr7:3128145-3144993"
,"AU018091",7,0,"chr7:3154659-3169204"
,"Mir290",7,0,"chr7:3218626-3218709"
,"D7Ertd143e",7,0,"chr7:3218784-3221016"
,"Mir291a",7,0,"chr7:3218919-3219001"
,"Mir292",7,0,"chr7:3219189-3219271"
,"Mir291b",7,0,"chr7:3219482-3219561"
,"Mir293",7,0,"chr7:3220343-3220423"
,"Mir294",7,0,"chr7:3220641-3220725"
,"Mir295",7,0,"chr7:3220773-3220842"
,"Nlrp12",7,1,"chr7:3221510-3249741"
,"Myadm",7,246,"chr7:3289038-3299350"
,"Prkcc",7,10,"chr7:3303657-3331005"
,"Cacng7",7,0,"chr7:3336684-3366537"
,"Cacng8",7,3,"chr7:3394458-3415366"
,"Cacng6",7,1,"chr7:3425422-3435658"
,"Tarm1",7,5,"chr7:3489956-3503433"
,"Oscar",7,1,"chr7:3561416-3567735"
,"Ndufa3",7,70,"chr7:3568974-3571763"
,"Tfpt",7,43,"chr7:3571925-3581486"
,"Prpf31",7,133,"chr7:3581586-3594086"
,"Cnot3",7,96,"chr7:3596870-3612711"
,"Mir3572",7,0,"chr7:3607563-3607649"
,"Leng1",7,40,"chr7:3611708-3617442"
,"Tmc4",7,12,"chr7:3617355-3629155"
,"Mboat7",7,35,"chr7:3629390-3645127"
,"Tsen34",7,3,"chr7:3645211-3652637"
,"Rps9",7,636,"chr7:3655642-3658499"
,"Lilrb3",7,54,"chr7:3664106-3671984"
,"Pira2",7,0,"chr7:3788411-3796653"
,"Pira1",7,0,"chr7:3788416-3867086"
,"Pira7",7,0,"chr7:3789723-3849722"
,"Pira4",7,0,"chr7:3789728-3849694"
,"Pira11",7,0,"chr7:3789755-3849695"
,"Gm14548",7,0,"chr7:3835813-3849694"
,"Lilra6",7,1,"chr7:3859881-3867103"
,"Lair1",7,100,"chr7:3958674-4014806"
,"9430041J12Rik",7,2.00003,"chr7:4025726-4072330"
,"D030047H15Rik",7,0,"chr7:4077941-4088528"
,"Ttyh1",7,4.99997,"chr7:4071134-4087843"
,"Leng8",7,539,"chr7:4088657-4099775"
,"Leng9",7,23,"chr7:4099784-4101474"
,"Cdc42ep5",7,5,"chr7:4102861-4116301"
,"Lilra5",7,85,"chr7:4189355-4195065"
,"Pira6",7,0,"chr7:4225744-4234530"
,"Ncr1",7,100,"chr7:4289325-4296766"
,"Gp6",7,20,"chr7:4320314-4349346"
,"Rdh13",7,52,"chr7:4377266-4397259"
,"Eps8l1",7,0,"chr7:4416343-4430844"
,"D630041G03Rik",7,0,"chr7:4418846-4422486"
,"Ppp1r12c",7,122,"chr7:4433122-4453282"
,"Tnnt1",7,2,"chr7:4456264-4467577"
,"Tnni3",7,0,"chr7:4469909-4474045"
,"6030429G01Rik",7,2,"chr7:4474558-4484044"
,"Syt5",7,49,"chr7:4491366-4498169"
,"Ptprh",7,1,"chr7:4500215-4555643"
,"Tmem86b",7,42,"chr7:4579641-4582084"
,"Ppp6r1",7,432,"chr7:4583096-4610552"
,"Hspbp1",7,90,"chr7:4612122-4636565"
,"Brsk1",7,0,"chr7:4642529-4667599"
,"Tmem150b",7,14,"chr7:4658433-4676853"
,"Suv420h2",7,68,"chr7:4691728-4699116"
,"Cox6b2",7,0,"chr7:4703395-4704696"
,"Fam71e2",7,0,"chr7:4704828-4722872"
,"Il11",7,0,"chr7:4723979-4729743"
,"Tmem190",7,0,"chr7:4734541-4735942"
,"2210411K11Rik",7,3,"chr7:4736386-4741162"
,"Rpl28",7,0,"chr7:4744566-4746149"
,"Ube2s",7,0,"chr7:4759615-4763942"
,"Shisa7",7,3,"chr7:4777153-4796298"
,"Isoc2b",7,33,"chr7:4796561-4817781"
,"Isoc2a",7,29,"chr7:4828654-4847318"
,"Zfp628",7,51,"chr7:4866818-4873605"
,"Nat14",7,1,"chr7:4873852-4876608"
,"A430110N23Rik",7,13,"chr7:4877445-4896399"
,"Sbk2",7,0,"chr7:4908682-4915950"
,"Gm1078",7,0,"chr7:4916861-4922563"
,"Zfp579",7,7,"chr7:4944453-4947703"
,"Fiz1",7,69,"chr7:4958657-4966330"
,"Zfp524",7,26,"chr7:4967109-4970090"
,"Zfp865",7,48,"chr7:4971977-4984825"
,"Zfp784",7,12,"chr7:4986047-4990048"
,"Zfp580",7,2,"chr7:5003133-5005325"
,"Ccdc106",7,2,"chr7:5008327-5012386"
,"U2af2",7,41,"chr7:5013744-5031547"
,"Epn1",7,127,"chr7:5031836-5049780"
,"Rfpl4",7,0,"chr7:5061388-5068513"
,"Rasl2-9-ps",7,0,"chr7:5076543-5077552"
,"Vmn1r55",7,0,"chr7:5098091-5099024"
,"Vmn1r56",7,0,"chr7:5146517-5148349"
,"Vmn1r57",7,0,"chr7:5172079-5173012"
,"Nlrp2",7,0,"chr7:5250148-5302637"
,"Gm5065",7,0,"chr7:5302142-5312283"
,"Vmn1r58",7,0,"chr7:5360491-5364747"
,"Vmn1r59",7,0,"chr7:5405428-5406361"
,"Vmn2r28",7,0,"chr7:5432057-5445453"
,"Vmn1r60",7,0,"chr7:5495798-5496701"
,"Vmn1r61",7,0,"chr7:5562012-5562915"
,"Vmn1r62",7,0,"chr7:5626205-5628199"
,"Vmn1r186",7,0,"chr7:5626923-5627826"
,"Vmn1r63",7,0,"chr7:5753949-5757047"
,"Vmn1r187",7,0,"chr7:5754330-5755233"
,"Vmn1r64",7,0,"chr7:5835181-5836144"
,"Vmn1r65",7,0,"chr7:5959351-5962612"
,"Nlrp4c",7,0,"chr7:5996762-6056751"
,"Zfp787",7,30,"chr7:6083090-6107573"
,"Zfp444",7,17,"chr7:6124114-6144706"
,"Galp",7,0,"chr7:6148691-6167739"
,"Zscan5b",7,0,"chr7:6173879-6191014"
,"Gm6792",7,0,"chr7:6204311-6233463"
,"Zfp667",7,50,"chr7:6238181-6259485"
,"Zfp583",7,6,"chr7:6267266-6282036"
,"Zfp78",7,12,"chr7:6316014-6335315"
,"Zfp28",7,3,"chr7:6336027-6349347"
,"Gm16532",7,0,"chr7:6367885-6383797"
,"Olfr1344",7,0,"chr7:6392612-6393578"
,"Olfr1336",7,0,"chr7:6413221-6414166"
,"Olfr1346",7,0,"chr7:6426822-6427764"
,"Olfr5",7,0,"chr7:6432926-6439524"
,"Olfr1347",7,0,"chr7:6440623-6441583"
,"Olfr1348",7,0,"chr7:6453996-6454935"
,"Olfr1349",7,0,"chr7:6467184-6468138"
,"Olfr1350",7,0,"chr7:6522703-6523630"
,"Zim1",7,0,"chr7:6628153-6649143"
,"Peg3",7,11.8293,"chr7:6658670-6683130"
,"Peg3as",7,2.17075,"chr7:6659470-6660335"
,"Usp29",7,0,"chr7:6683451-6919931"
,"Zim3",7,0,"chr7:6908396-6929373"
,"Mir3099",7,0,"chr7:6756297-6756381"
,"Aurkc",7,0,"chr7:6948095-6955802"
,"Zfp954",7,26,"chr7:7067393-7074187"
,"Zfp773",7,1,"chr7:7083388-7089466"
,"Zfp418",7,2,"chr7:7124063-7136271"
