"gene_id","gene_name","chromosome","count","locus"
,"Cilp2",8,1,"chr8:72404264-72411291"
,"Ndufa13",8,704,"chr8:72418080-72426457"
,"Tssk6",8,4,"chr8:72426113-72427417"
,"Gatad2a",8,604,"chr8:72430967-72520278"
,"Mau2",8,982,"chr8:72540021-72566633"
,"Sugp1",8,111,"chr8:72566711-72595852"
,"Tm6sf2",8,13,"chr8:72596830-72603951"
,"Hapln4",8,0,"chr8:72607427-72614761"
,"Ncan",8,0,"chr8:72616983-72644743"
,"Rfxank",8,365.337,"chr8:72654704-72663096"
,"Nr2c2ap",8,249.663,"chr8:72655231-72657647"
,"2310045N01Rik",8,0,"chr8:72663611-72671159"
,"Mef2b",8,38,"chr8:72676676-72691387"
,"Tmem161a",8,419,"chr8:72696309-72707562"
,"Slc25a42",8,71,"chr8:72708238-72736180"
,"Armc6",8,46,"chr8:72744091-72758321"
,"Sugp2",8,115,"chr8:72758124-72787004"
,"Homer3",8,123.349,"chr8:72806897-72818260"
,"Ddx49",8,249.651,"chr8:72816764-72826351"
,"Cope",8,396,"chr8:72826683-72836889"
,"Lass1",8,0,"chr8:72839673-72855487"
,"Gdf1",8,1,"chr8:72839673-72855491"
,"Upf1",8,272,"chr8:72855420-72877172"
,"Comp",8,3,"chr8:72897446-72905965"
,"Crtc1",8,149,"chr8:72906256-72963472"
,"Klhl26",8,99,"chr8:72974126-73000842"
,"Tmem59l",8,0,"chr8:73007769-73011257"
,"Crlf1",8,0,"chr8:73017054-73027980"
,"2810428I15Rik",8,138,"chr8:73028194-73030638"
,"Uba52",8,4,"chr8:73032164-73034266"
,"2810422J05Rik",8,154,"chr8:73037294-73047079"
,"Fkbp8",8,943,"chr8:73051641-73059227"
,"Ell",8,171,"chr8:73063573-73116757"
,"Isyna1",8,359,"chr8:73118379-73121189"
,"Ssbp4",8,165,"chr8:73121388-73132213"
,"Lrrc25",8,177,"chr8:73140742-73144749"
,"Gdf15",8,5,"chr8:73153292-73155534"
,"Pgpep1",8,246,"chr8:73170334-73183637"
,"Lsm4",8,476,"chr8:73197129-73202651"
,"Jund",8,160,"chr8:73221637-73224515"
,"Gm3336",8,9,"chr8:73242441-73246534"
,"Pde4c",8,20,"chr8:73247962-73275075"
,"Rab3a",8,32,"chr8:73278577-73282585"
,"Mpv17l2",8,86,"chr8:73282547-73284820"
,"Ifi30",8,1257,"chr8:73286671-73290562"
,"Pik3r2",8,153,"chr8:73292079-73300611"
,"2010320M18Rik",8,35,"chr8:73300760-73301505"
,"Mast3",8,568,"chr8:73302015-73316332"
,"Il12rb1",8,37,"chr8:73332347-73345322"
,"Arrdc2",8,258,"chr8:73359036-73363619"
,"Kcnn1",8,4,"chr8:73365947-73380907"
,"Ccdc124",8,341,"chr8:73392125-73397389"
,"Slc5a5",8,6,"chr8:73406787-73416656"
,"Rpl18a",8,11,"chr8:73418620-73421342"
,"Snora68",8,0,"chr8:73419657-73419755"
,"Mtap1s",8,443,"chr8:73429872-73441428"
,"Mir1969",8,0,"chr8:73449423-73449517"
,"1700026F02Rik",8,0,"chr8:73530626-73550654"
,"Haus8",8,143,"chr8:73775022-73796489"
,"Myo9b",8,969,"chr8:73796612-73884611"
,"Use1",8,475,"chr8:73890746-73893631"
,"Ocel1",8,155,"chr8:73895196-73897588"
,"Nr2f6",8,124,"chr8:73898017-73905851"
,"Ushbp1",8,160,"chr8:73908172-73919700"
,"5430437P03Rik",8,302,"chr8:73920753-73928671"
,"Ankle1",8,62,"chr8:73929910-73933803"
,"Abhd8",8,129,"chr8:73980598-73987556"
,"Mrpl34",8,52,"chr8:73988824-73989652"
,"Dda1",8,158.871,"chr8:73993092-74000334"
,"Ano8",8,20.1294,"chr8:73999917-74009966"
,"Gtpbp3",8,128,"chr8:74012001-74017299"
,"Plvap",8,355,"chr8:74021651-74035668"
,"Bst2",8,772,"chr8:74058160-74061336"
,"Fam125a",8,303,"chr8:74066828-74071925"
,"Tmem221",8,49,"chr8:74078201-74082770"
,"Nxnl1",8,2,"chr8:74084453-74090548"
,"Slc27a1",8,106,"chr8:74092825-74110607"
,"Pgls",8,280,"chr8:74116082-74120166"
,"Fam129c",8,981,"chr8:74121544-74132048"
,"Glt25d1",8,1331,"chr8:74134922-74148810"
,"Unc13a",8,7,"chr8:74150611-74195656"
,"Jak3",8,300.798,"chr8:74200281-74214476"
,"Insl3",8,68.2017,"chr8:74213150-74214476"
,"B3gnt3",8,18,"chr8:74215617-74225699"
,"Fcho1",8,635,"chr8:74232285-74249580"
,"Zfp709",8,117,"chr8:74405966-74416464"
,"Zfp882",8,224,"chr8:74432504-74442750"
,"Zfp617",8,3,"chr8:74446723-74458529"
,"Zfp961",8,379,"chr8:74474964-74494232"
,"Cyp4f18",8,422,"chr8:74512380-74533525"
,"Olfr372",8,0,"chr8:74581558-74582574"
,"Olfr373",8,0,"chr8:74623660-74624605"
,"Olfr374",8,0,"chr8:74630938-74634408"
,"Tpm4",8,1389,"chr8:74659190-74677028"
,"Rab8a",8,364,"chr8:74685098-74705265"
,"Hsh2d",8,337,"chr8:74713566-74724857"
,"Cib3",8,1,"chr8:74728233-74736736"
,"Fam32a",8,926,"chr8:74743628-74747674"
,"Ap1m1",8,341,"chr8:74764030-74781278"
,"Klf2",8,144,"chr8:74842960-74845553"
,"Eps15l1",8,348,"chr8:74864895-74945373"
,"Calr3",8,7,"chr8:74948081-74967677"
,"1700030K09Rik",8,257,"chr8:74967778-74984440"
,"Cherp",8,281,"chr8:74984381-74999132"
,"Slc35e1",8,478,"chr8:75001893-75016513"
,"Med26",8,69,"chr8:75018457-75072209"
,"9130011J15Rik",8,680,"chr8:75089096-75094947"
,"Tmem38a",8,29,"chr8:75096001-75111183"
,"Nwd1",8,3,"chr8:75170609-75238645"
,"Sin3b",8,325,"chr8:75247186-75282102"
,"F2rl3",8,46,"chr8:75285778-75287784"
,"Large",8,43,"chr8:75338497-75876455"
,"Mir28b",8,0,"chr8:75540410-75540490"
,"Isx",8,0,"chr8:77397072-77417405"
,"Hmgxb4",8,411,"chr8:77517601-77555871"
,"Tom1",8,1,"chr8:77557584-77594020"
,"Hmox1",8,1849,"chr8:77617516-77624492"
,"Mcm5",8,465,"chr8:77633426-77652338"
,"Rasd2",8,8,"chr8:77737842-77748012"
,"1700007B14Rik",8,0,"chr8:77972592-78508406"
,"Gm10649",8,0,"chr8:79272985-79424072"
,"Nr3c2",8,17,"chr8:79426406-79767538"
,"Arhgap10",8,52.7482,"chr8:79774264-80041806"
,"0610038B21Rik",8,2.25178,"chr8:80040954-80042477"
,"Prmt10",8,389,"chr8:80073295-80105237"
,"Tmem184c",8,528,"chr8:80119878-80134552"
,"1700092C02Rik",8,0,"chr8:80148070-80152855"
,"Ednra",8,51,"chr8:80186927-80248351"
,"Ttc29",8,0,"chr8:80737240-80918225"
,"Pou4f2",8,0,"chr8:80956907-80960551"
,"Rbmxl1",8,0,"chr8:81029167-81032827"
,"Slc10a7",8,301,"chr8:81033233-81257904"
,"Lsm6",8,198,"chr8:81328766-81345051"
,"Zfp827",8,72,"chr8:81552335-81717665"
,"1700011L22Rik",8,0,"chr8:81734328-81772482"
,"Mmaa",8,53,"chr8:81790322-81818855"
,"Gm4890",8,33,"chr8:81818976-81831673"
,"Smad1",8,57,"chr8:81862297-81923367"
,"Otud4",8,696,"chr8:82163574-82201654"
,"Abce1",8,1360,"chr8:82207340-82235639"
,"Anapc10",8,25,"chr8:82235718-82301220"
,"Hhip",8,0,"chr8:82489749-82581907"
,"Gypa",8,5,"chr8:83017943-83034684"
,"Frem3",8,0,"chr8:83134937-83219456"
,"Smarca5",8,109,"chr8:83223842-83263358"
,"Gab1",8,88,"chr8:83288332-83404378"
,"Usp38",8,584,"chr8:83504631-83538805"
,"Inpp4b",8,281,"chr8:84239098-84646460"
,"Il15",8,66,"chr8:84855522-84926485"
,"Zfp330",8,49,"chr8:85287518-85298025"
,"Rnf150",8,231,"chr8:85387254-85615170"
,"Tbc1d9",8,601,"chr8:85689250-85796839"
,"Ucp1",8,0,"chr8:85814246-85822355"
,"Elmod2",8,425,"chr8:85836530-85856385"
,"4933434I20Rik",8,0,"chr8:85872370-85903301"
,"Clgn",8,3,"chr8:85913789-85950728"
,"Scoc",8,4,"chr8:85958391-85982290"
,"Olfr370",8,0,"chr8:86064991-86066087"
,"Ndufb7",8,145,"chr8:86090656-86095522"
,"Tecr",8,287,"chr8:86095596-86118390"
,"Dnajb1",8,630,"chr8:86132073-86135802"
,"Gipc1",8,253,"chr8:86176576-86188688"
,"Ptger1",8,102.198,"chr8:86190538-86194002"
,"Pkn1",8,596.802,"chr8:86193660-86223078"
,"Ddx39",8,94.9181,"chr8:86239075-86247250"
,"Cd97",8,1700.08,"chr8:86247149-86265210"
,"Lphn1",8,209,"chr8:86423996-86465853"
,"Asf1b",8,161,"chr8:86479592-86494094"
,"Prkaca",8,94,"chr8:86496876-86520344"
,"Samd1",8,200,"chr8:86521570-86524285"
,"1700067K01Rik",8,0,"chr8:86525604-86528669"
,"Mir1199",8,0,"chr8:86535413-86535532"
,"Palm3",8,20,"chr8:86545372-86554194"
,"Il27ra",8,706,"chr8:86554184-86566474"
,"Rln3",8,3,"chr8:86566965-86568878"
,"Rfx1",8,137,"chr8:86590734-86620891"
,"Mir709",8,1,"chr8:86609997-86610085"
,"Dcaf15",8,72,"chr8:86620970-86628661"
,"Podnl1",8,43,"chr8:86649887-86656416"
,"Cc2d1a",8,152,"chr8:86656726-86671652"
,"4930432K21Rik",8,11,"chr8:86671936-86696496"
,"Nanos3",8,0,"chr8:86697631-86700451"
,"Mir181d",8,0,"chr8:86702614-86702686"
,"Mir181c",8,0,"chr8:86702771-86702860"
,"Mir23a",8,0,"chr8:86732416-86732491"
,"Mir27a",8,0,"chr8:86732570-86732657"
,"Mir24-2",8,0,"chr8:86732713-86732820"
,"Mir3074-2",8,0,"chr8:86732723-86732806"
,"Zswim4",8,70,"chr8:86734840-86760941"
,"D8Ertd738e",8,786,"chr8:86770133-86773660"
,"Mri1",8,122,"chr8:86774474-86781223"
,"Ccdc130",8,120,"chr8:86781693-86794259"
,"Cacna1a",8,12,"chr8:86939262-87164148"
,"Ier2",8,274,"chr8:87185229-87186751"
,"Nacc1",8,63,"chr8:87194377-87211761"
,"Trmt1",8,472,"chr8:87213145-87223707"
,"Lyl1",8,625,"chr8:87225355-87228615"
,"Nfix",8,11,"chr8:87231497-87324239"
,"Dand5",8,30,"chr8:87339303-87356164"
,"Gadd45gip1",8,433.742,"chr8:87356180-87359381"
,"Rad23a",8,42.2575,"chr8:87358550-87364540"
,"Calr",8,2013,"chr8:87365986-87370830"
,"Farsa",8,294,"chr8:87380884-87393156"
,"Syce2",8,42,"chr8:87396009-87411345"
,"Gcdh",8,149,"chr8:87410285-87417820"
,"Klf1",8,17,"chr8:87425826-87429194"
,"Dnase2a",8,364,"chr8:87432522-87435360"
,"Mast1",8,88,"chr8:87435751-87461252"
,"Rtbdn",8,3,"chr8:87470889-87480502"
,"Rnaseh2a",8,158,"chr8:87480508-87489910"
,"Prdx2",8,122,"chr8:87493546-87498212"
,"Junb",8,294,"chr8:87500807-87502647"
,"Hook2",8,51,"chr8:87514493-87527263"
,"Best2",8,0,"chr8:87531101-87538307"
,"Asna1",8,170,"chr8:87541829-87549177"
,"2310036O22Rik",8,796,"chr8:87550731-87554185"
,"Tnpo2",8,441,"chr8:87560813-87581481"
,"Fbxw9",8,89,"chr8:87584017-87591019"
,"Gm5741",8,2,"chr8:87591466-87591881"
,"Dhps",8,134.186,"chr8:87595655-87599060"
,"Wdr83",8,97.8139,"chr8:87598933-87604645"
,"BC056474",8,22,"chr8:87604861-87606238"
,"Man2b1",8,1121,"chr8:87607167-87622638"
,"Zfp791",8,6,"chr8:87633065-87646994"
,"Gm6531",8,0,"chr8:87675822-87697521"
,"Olfr371",8,0,"chr8:87754395-87755334"
,"Vps35",8,1181,"chr8:87784290-87823396"
,"Orc6",8,137,"chr8:87823530-87832178"
,"Mylk3",8,93,"chr8:87848827-87889223"
,"4921524J17Rik",8,69,"chr8:87932657-87956740"
,"Gpt2",8,27,"chr8:88016515-88051457"
,"Dnaja2",8,652,"chr8:88061538-88079170"
,"Neto2",8,65,"chr8:88160486-88214908"
,"Itfg1",8,357,"chr8:88241455-88364848"
,"Phkb",8,388,"chr8:88364900-88584541"
,"Abcc12",8,0,"chr8:89028739-89090489"
,"Lonp2",8,521,"chr8:89147941-89240535"
,"Siah1a",8,34,"chr8:89247836-89269905"
,"Gm10638",8,1,"chr8:89269597-89270959"
,"N4bp1",8,443,"chr8:89365037-89409157"
,"Gm10637",8,0,"chr8:89693645-89723749"
,"Cbln1",8,1,"chr8:89992751-89996491"
,"Gm2694",8,1,"chr8:89996710-90049453"
,"4933402J07Rik",8,0,"chr8:90087805-90113096"
,"Zfp423",8,6,"chr8:90185708-90483494"
,"Tmem188",8,347,"chr8:90642657-90659096"
,"Heatr3",8,317,"chr8:90661783-90695842"
,"Papd5",8,211,"chr8:90723111-90783621"
,"Adcy7",8,2107,"chr8:90796301-90853861"
,"Brd7",8,171,"chr8:90856209-90886090"
,"Nkd1",8,78,"chr8:91045242-91118786"
,"Snx20",8,611,"chr8:91150726-91160027"
,"Nod2",8,67,"chr8:91171245-91212373"
,"Cyld",8,1060,"chr8:91220926-91275844"
,"Sall1",8,1,"chr8:91551142-91568061"
,"Tox3",8,0,"chr8:92771010-92872151"
,"Chd9",8,531,"chr8:93352733-93578407"
,"Rbl2",8,931.2,"chr8:93593992-93647743"
,"Aktip",8,153.8,"chr8:93647397-93659395"
,"Rpgrip1l",8,74,"chr8:93740928-93837121"
,"Fto",8,229,"chr8:93837423-94192332"
,"Irx3",8,0,"chr8:94322409-94325553"
,"4933436C20Rik",8,3,"chr8:94849931-94880019"
,"Irx5",8,0,"chr8:94881694-94885355"
,"Irx6",8,0,"chr8:95198300-95203979"
,"Mmp2",8,78,"chr8:95351226-95377319"
,"Lpcat2",8,145,"chr8:95379248-95443178"
,"Capns2",8,9,"chr8:95425293-95426308"
,"Slc6a2",8,1,"chr8:95484945-95525566"
,"Ces1a",8,0,"chr8:95544113-95572091"
,"Ces1b",8,0,"chr8:95580625-95603916"
,"Ces1c",8,0,"chr8:95622914-95655182"
,"Ces1d",8,32,"chr8:95689970-95721703"
,"Ces1e",8,0,"chr8:95725116-95753518"
,"Ces1f",8,8,"chr8:95780134-95803635"
,"Ces1g",8,0,"chr8:95826267-95861108"
,"Ces5a",8,0,"chr8:96038094-96059607"
,"Gnao1",8,4,"chr8:96334737-96493288"
,"4930488L21Rik",8,0,"chr8:96335593-96337455"
,"Amfr",8,1210,"chr8:96495487-96536540"
,"Nudt21",8,1,"chr8:96543302-96560939"
,"Ogfod1",8,339,"chr8:96561097-96591822"
,"Bbs2",8,82,"chr8:96591853-96622711"
,"Mt4",8,0,"chr8:96661103-96662931"
,"Mt3",8,3,"chr8:96676506-96678048"
,"Mt2",8,61,"chr8:96696517-96697467"
,"Mt1",8,510,"chr8:96702988-96704227"
,"Nup93",8,46,"chr8:96738500-96838966"
,"Mir138-2",8,0,"chr8:96848210-96848281"
,"Slc12a3",8,24,"chr8:96853107-96890121"
,"Herpud1",8,753,"chr8:96910399-96919258"
,"9330175E14Rik",8,133,"chr8:96957026-96959003"
,"Nlrc5",8,1014,"chr8:96996662-97051172"
,"Cpne2",8,56,"chr8:97056927-97094429"
,"Fam192a",8,508,"chr8:97098840-97125626"
,"Rspry1",8,212,"chr8:97125840-97184176"
,"Arl2bp",8,751,"chr8:97190654-97198322"
,"Pllp",8,1,"chr8:97198794-97220142"
,"Ccl22",8,143,"chr8:97269583-97275288"
,"Cx3cl1",8,11,"chr8:97296079-97306326"
,"Ccl17",8,3,"chr8:97334352-97335936"
,"Ciapin1",8,287,"chr8:97343718-97362240"
,"Coq9",8,219,"chr8:97362316-97378795"
,"Polr2c",8,1.76799,"chr8:97381349-97388140"
,"Dok4",8,37.232,"chr8:97387727-97400212"
,"Ccdc102a",8,75,"chr8:97426768-97441998"
,"Gpr114",8,466,"chr8:97447593-97467190"
,"Gpr56",8,160,"chr8:97501008-97538108"
,"Gpr97",8,43,"chr8:97541591-97569149"
,"Ccdc135",8,1,"chr8:97579002-97602041"
,"Katnb1",8,60.0004,"chr8:97605100-97623774"
,"Kifc3",8,45.9996,"chr8:97623727-97666440"
,"Cngb1",8,1,"chr8:97762942-97830485"
,"Tepp",8,0,"chr8:97835414-97845228"
,"Zfp319",8,132,"chr8:97850035-97855850"
,"AA960436",8,237,"chr8:97856183-97871413"
,"Mmp15",8,20,"chr8:97876236-97898193"
,"Gtl3",8,137,"chr8:97944149-97958769"
,"Csnk2a2",8,93,"chr8:97969995-98012720"
,"Ccdc113",8,0,"chr8:98057999-98082788"
,"Prss54",8,0,"chr8:98083191-98099097"
,"Gins3",8,210,"chr8:98157458-98168959"
,"Ndrg4",8,8,"chr8:98226936-98239019"
,"Setd6",8,152,"chr8:98239812-98242904"
,"Cnot1",8,635.497,"chr8:98243350-98331362"
,"4930513N10Rik",8,17.5031,"chr8:98330729-98345628"
,"Slc38a7",8,198,"chr8:98359822-98377391"
,"Got2",8,8,"chr8:98388036-98412265"
,"Mir1186b",8,0,"chr8:98487443-98487506"
,"Cdh8",8,6,"chr8:101552668-101940357"
,"Cdh11",8,183,"chr8:105156894-105309011"
,"4933400L20Rik",8,0,"chr8:106127698-106204282"
,"Cdh5",8,240,"chr8:106625524-106668402"
,"Bean1",8,7,"chr8:106694412-106742997"
,"Tk2",8,554,"chr8:106750590-106772458"
,"Cklf",8,72,"chr8:106774802-106788836"
,"Cmtm2a",8,0,"chr8:106804941-106817081"
,"Cmtm1",8,0,"chr8:106817441-106834045"
,"Cmtm2b",8,0,"chr8:106846136-106854656"
,"Cmtm3",8,247,"chr8:106864493-106871572"
,"Cmtm4",8,322,"chr8:106872092-106919707"
,"Dync1li2",8,686,"chr8:106941573-106966947"
,"Ccdc79",8,29,"chr8:106970618-107033787"
,"Nae1",8,245,"chr8:107034927-107058537"
,"Car7",8,9,"chr8:107064706-107074243"
,"Pdp2",8,113,"chr8:107115367-107120749"
,"Cdh16",8,1,"chr8:107125814-107148296"
,"Rrad",8,79,"chr8:107151965-107155221"
,"Fam96b",8,36,"chr8:107163738-107165628"
,"Ces2a",8,0,"chr8:107257902-107265534"
,"4932416K20Rik",8,0,"chr8:107319136-107322692"
,"Ces2b",8,0,"chr8:107355543-107362552"
,"Ces2c",8,3,"chr8:107370967-107378382"
,"Ces2d-ps",8,0,"chr8:107391323-107397982"
,"Ces2e",8,12,"chr8:107450159-107458572"
,"Ces2f",8,0,"chr8:107471255-107479862"
,"Ces2g",8,53,"chr8:107485617-107493437"
,"Ces3a",8,0,"chr8:107572498-107582314"
,"Ces3b",8,1,"chr8:107607654-107617491"
,"Ces4a",8,0,"chr8:107655699-107674009"
,"Cbfb",8,775,"chr8:107694573-107741888"
,"D230025D16Rik",8,122.68,"chr8:107749087-107776951"
,"B3gnt9-ps",8,68.32,"chr8:107776537-107779051"
,"Tradd",8,330,"chr8:107782474-107788494"
,"Fbxl8",8,98,"chr8:107788547-107793226"
,"Hsf4",8,6,"chr8:107793700-107799745"
,"Nol3",8,8.74025,"chr8:107800346-107805839"
,"4931428F04Rik",8,30.2598,"chr8:107804308-107813428"
,"Exoc3l",8,63,"chr8:107813823-107819998"
,"E2f4",8,550,"chr8:107821562-107829270"
,"Elmo3",8,30,"chr8:107829500-107834523"
,"Mir328",8,0,"chr8:107832263-107832360"
,"Lrrc29",8,33,"chr8:107836239-107850176"
,"Tmem208",8,59,"chr8:107850263-107852957"
,"Fhod1",8,433,"chr8:107853059-107871870"
,"Slc9a5",8,42,"chr8:107872157-107893781"
,"Plekhg4",8,5,"chr8:107899280-107906762"
,"Kctd19",8,11,"chr8:107906711-107937387"
,"Lrrc36",8,1,"chr8:107937521-107987986"
,"Tppp3",8,48,"chr8:107991391-107995322"
,"Zdhhc1",8,40,"chr8:107996324-108020770"
,"Hsd11b2",8,3,"chr8:108042645-108047888"
,"Atp6v0d1",8,166,"chr8:108048369-108089940"
,"Agrp",8,5,"chr8:108090597-108092198"
,"Fam65a",8,157,"chr8:108129128-108146118"
,"Mir1966",8,0,"chr8:108139365-108139473"
,"Ctcf",8,495,"chr8:108160437-108206822"
,"Rltpr",8,517,"chr8:108214805-108222065"
,"Acd",8,161,"chr8:108222058-108224995"
,"Pard6a",8,35,"chr8:108225053-108227394"
,"E130303B06Rik",8,33,"chr8:108227551-108232068"
,"4933405L10Rik",8,0,"chr8:108232202-108234068"
,"Gfod2",8,14,"chr8:108240012-108282507"
,"Ranbp10",8,337,"chr8:108292207-108351250"
,"Tsnaxip1",8,17,"chr8:108351643-108368576"
,"Cenpt",8,112,"chr8:108368577-108375908"
,"Thap11",8,161,"chr8:108379002-108380850"
,"Nutf2",8,75,"chr8:108384533-108404301"
,"Nutf2-ps1",8,0,"chr8:108384559-108403237"
,"Edc4",8,325,"chr8:108404850-108417107"
,"Nrn1l",8,3,"chr8:108417469-108418915"
,"Pskh1",8,155,"chr8:108424373-108455702"
,"Ctrl",8,17,"chr8:108455893-108457762"
,"Psmb10",8,845,"chr8:108459627-108462292"
,"Lcat",8,9,"chr8:108463450-108467302"
,"Slc12a4",8,143,"chr8:108467489-108490015"
,"Dpep3",8,1,"chr8:108497419-108503319"
,"Dpep2",8,24,"chr8:108508956-108520323"
,"Ddx28",8,71,"chr8:108533515-108535386"
,"Dus2l",8,79,"chr8:108535406-108577719"
,"Nfatc3",8,1004,"chr8:108583502-108654437"
,"Esrp2",8,7.00002,"chr8:108655082-108660874"
,"1810019D21Rik",8,2.99998,"chr8:108659299-108662622"
,"Pla2g15",8,401,"chr8:108674298-108688615"
,"Slc7a6",8,285,"chr8:108692774-108722604"
,"Slc7a6os",8,635,"chr8:108724337-108734833"
,"Prmt7",8,199,"chr8:108734953-108775594"
,"Smpd3",8,57,"chr8:108776447-108861888"
,"Zfp90",8,260,"chr8:108939238-108949789"
,"Cdh3",8,30,"chr8:109034790-109080808"
,"1110028F18Rik",8,0,"chr8:109111042-109118720"
,"Cdh1",8,33,"chr8:109127267-109194146"
,"Tmco7",8,56,"chr8:109206967-109375339"
,"Has3",8,21,"chr8:109394141-109406802"
,"Chtf8",8,458,"chr8:109407762-109417493"
,"Cirh1a",8,232,"chr8:109417539-109446994"
,"Sntb2",8,170,"chr8:109459649-109538092"
,"Vps4a",8,296,"chr8:109555225-109569656"
,"Pdf",8,340,"chr8:109570189-109572514"
,"Cog8",8,230,"chr8:109572608-109580637"
,"Nip7",8,465,"chr8:109580776-109584828"
,"Tmed6",8,10,"chr8:109585383-109589544"
,"Terf2",8,305,"chr8:109593301-109620445"
,"Cyb5b",8,1068,"chr8:109674560-109711370"
,"Nfat5",8,1412,"chr8:109817369-109903417"
,"Nqo1",8,26,"chr8:109912124-109927105"
,"Nob1",8,324,"chr8:109936388-109948938"
,"Wwp2",8,405,"chr8:109960297-110082495"
,"Mir140",8,0,"chr8:110075143-110075213"
,"Psmd7",8,601,"chr8:110104279-110112382"
,"Zfhx3",8,23,"chr8:111238543-111485536"
,"Mir3108",8,0,"chr8:111460759-111460838"
,"Gm1943",8,0,"chr8:111863699-111864808"
,"Pmfbp1",8,0,"chr8:112017926-112066542"
,"Dhx38",8,300,"chr8:112071923-112089501"
,"Txnl4b",8,63,"chr8:112089885-112097951"
,"Hp",8,139,"chr8:112099027-112103072"
,"Dhodh",8,176,"chr8:112117147-112132573"
,"Pkd1l3",8,88,"chr8:112138416-112196492"
,"2400003C14Rik",8,1030,"chr8:112195220-112217194"
,"Zfp821",8,94,"chr8:112229448-112248832"
,"Atxn1l",8,298,"chr8:112250350-112261639"
,"Ap1g1",8,1107,"chr8:112302539-112388108"
,"Snord71",8,0,"chr8:112363211-112363275"
,"Phlpp2",8,281,"chr8:112392502-112468571"
,"Marveld3",8,1,"chr8:112471808-112486105"
,"Tat",8,0,"chr8:112514335-112523704"
,"Chst4",8,41,"chr8:112552974-112563234"
,"Zfp612",8,29,"chr8:112603633-112616652"
,"Calb2",8,0,"chr8:112666437-112692106"
,"Ftsjd1",8,198,"chr8:112741859-112748389"
,"Hydin",8,1,"chr8:112790876-113134153"
,"Vac14",8,236,"chr8:113142537-113244299"
,"Mtss1l",8,134,"chr8:113245383-113265300"
,"Il34",8,100,"chr8:113265728-113329803"
,"Sf3b3",8,863,"chr8:113334391-113370703"
,"Snord111",8,0,"chr8:113362434-113362498"
,"Cog4",8,513,"chr8:113370923-113406134"
,"Fuk",8,168,"chr8:113406362-113426359"
,"St3gal2",8,210,"chr8:113443764-113496397"
,"Ddx19a",8,185,"chr8:113498890-113521723"
,"Ddx19b",8,433,"chr8:113527085-113555651"
,"Mir3473d",8,1,"chr8:113540349-113540430"
,"Aars",8,587.265,"chr8:113557866-113580770"
,"Exosc6",8,162.735,"chr8:113580238-113581499"
,"Clec18a",8,0,"chr8:113593396-113605608"
,"Pdpr",8,55.0002,"chr8:113618644-113659044"
,"9430091E24Rik",8,73.9998,"chr8:113651343-113669398"
,"Glg1",8,99,"chr8:113681457-113783102"
,"Rfwd3",8,33,"chr8:113794843-113824122"
,"Mlkl",8,78,"chr8:113835699-113861803"
,"Fa2h",8,3,"chr8:113869037-113917721"
,"Wdr59",8,118,"chr8:113972683-114046007"
,"Znrf1",8,534,"chr8:114060539-114149930"
,"Ldhd",8,29,"chr8:114150170-114154222"
,"Zfp1",8,395,"chr8:114167342-114194911"
,"Ctrb1",8,3,"chr8:114210409-114214910"
,"Bcar1",8,48,"chr8:114234374-114267749"
,"Cfdp1",8,579,"chr8:114292372-114378210"
,"Tmem170",8,59,"chr8:114388797-114400575"
,"Chst5",8,0,"chr8:114413034-114434099"
,"Tmem231",8,48,"chr8:114435917-114457691"
,"Gabarapl2",8,26,"chr8:114464602-114476815"
,"Adat1",8,128,"chr8:114490807-114516202"
,"Kars",8,491,"chr8:114517339-114535205"
,"Terf2ip",8,233,"chr8:114535258-114544428"
,"Cntnap4",8,0,"chr8:115093942-115406607"
,"Gm10280",8,0,"chr8:115591161-115617233"
,"Mon1b",8,497,"chr8:116159485-116169079"
,"Syce1l",8,0,"chr8:116167112-116179433"
,"Adamts18",8,0,"chr8:116222036-116372739"
,"Nudt7",8,118,"chr8:116657478-116676205"
,"Vat1l",8,8,"chr8:116729539-116897970"
,"4933408N05Rik",8,0,"chr8:116865060-116875378"
,"Clec3a",8,0,"chr8:116941933-116952033"
,"Wwox",8,34,"chr8:116963551-117876612"
,"Maf",8,95,"chr8:118227152-118230794"
,"Dynlrb2",8,0,"chr8:119028914-119039815"
,"Cdyl2",8,357,"chr8:119092623-119256891"
,"4930563M20Rik",8,0,"chr8:119305611-119325312"
,"2310061C15Rik",8,178,"chr8:119412584-119445336"
,"Cenpn",8,109,"chr8:119445639-119465403"
,"Atmin",8,384,"chr8:119467292-119484345"
,"1700030J22Rik",8,3,"chr8:119493498-119502843"
,"Gcsh",8,11,"chr8:119505727-119517349"
,"Pkd1l2",8,2,"chr8:119519578-119606349"
,"Bcmo1",8,1,"chr8:119619764-119657620"
,"Gan",8,28,"chr8:119682034-119729086"
,"4933407C03Rik",8,235,"chr8:119780918-119985405"
,"Plcg2",8,939,"chr8:120022190-120159042"
,"Sdr42e1",8,64,"chr8:120185298-120195415"
,"Hsd17b2",8,0,"chr8:120225845-120282929"
,"Mphosph6",8,37,"chr8:120315544-120325829"
,"Cdh13",8,3,"chr8:120807654-121847348"
,"Hsbp1",8,422,"chr8:121868437-121872829"
,"Mlycd",8,214,"chr8:121918791-121934988"
,"Osgin1",8,44,"chr8:121961061-121970156"
,"Necab2",8,0,"chr8:121970618-121996535"
